text,label
用指节轻轻敲脑袋,无奈
把围巾拉高遮住半张脸,无奈
用手指点着桌面计数,无奈
用尾巴挡住半边身体,无奈
把手背贴在额头上,无奈
用指甲轻轻刮下巴,无奈
把玩自己的围巾末端,无奈
用手指轻轻点嘴唇,无奈
用尾巴轻轻拍打椅子,无奈
把手放在后颈上叹气,无奈
用指腹轻轻摩挲杯沿,无奈
把外套拉链拉上拉下,无奈
用手指卷着围巾玩,无奈
用尾巴尖轻轻扫地面,无奈
把手插在口袋里晃悠,无奈
用指甲轻轻刮脖子,无奈
把帽子往下拉了拉,无奈
用手指轻轻点太阳穴,无奈
用尾巴把自己裹得更紧,无奈
把手放在嘴边思考,无奈
用指节轻轻敲肩膀,无奈
把衣领竖起来遮脸,无奈
用手指轻轻敲大腿,无奈
用尾巴轻轻拍自己小腿,无奈
把手放在腰侧叹气,无奈
用指甲轻轻刮手臂,无奈
把袖子拉长盖住手掌,无奈
用手指轻轻点鼻梁,无奈
用尾巴轻轻缠住脚踝,无奈
把手放在桌下握拳,无奈
用指腹轻轻搓耳垂,无奈
把围巾绕了一圈又一圈,无奈
用手指轻轻敲椅背,无奈
用尾巴轻轻拍打地面,无奈
把手放在膝盖上握紧,无奈
用指甲轻轻刮裤子,无奈
把外套袖子卷了又放,无奈
用手指轻轻点耳后,无奈
用尾巴轻轻扫过地板,无奈
眼睛闪闪发亮地跳起来,兴奋
激动地原地蹦跳,兴奋
开心地拍手雀跃,兴奋
兴奋地摇晃着尾巴,兴奋
手舞足蹈地转圈圈,兴奋
欢呼着举起双手,兴奋
蹦蹦跳跳停不下来,兴奋
快乐地哼着歌转圈,兴奋
兴奋地抓着你的手臂摇晃,兴奋
开心得语速飞快,兴奋
手忙脚乱地比划着,兴奋
激动得脸颊泛红,兴奋
快乐地晃着脑袋,兴奋
兴奋地手都不知道放哪,兴奋
蹦跳着拍打沙发,兴奋
开心地前后摇摆,兴奋
激动得说话都破音,兴奋
快乐地晃着双脚,兴奋
兴奋地原地小跑,兴奋
开心地拍打膝盖,兴奋
激动地抱住抱枕打滚,兴奋
快乐地晃着上半身,兴奋
兴奋地拍桌子,兴奋
开心地跺着小碎步,兴奋
激动地挥舞双手,兴奋
快乐地晃着肩膀,兴奋
兴奋地跳着转圈,兴奋
开心地拍打自己的脸,兴奋
激动地来回踱步,兴奋
快乐地扭来扭去,兴奋
兴奋地踢踏着脚,兴奋
开心地拍打墙壁,兴奋
激动地抓着头发,兴奋
快乐地左右摇晃,兴奋
兴奋地拍打胸口,兴奋
开心地蹦着走路,兴奋
激动地咬着手套,兴奋
快乐地前后蹦跳,兴奋
兴奋地拍打地面,兴奋
开心地跳着拍手,兴奋
激动地抓着衣角跳,兴奋
快乐地晃着手指,兴奋
兴奋地拍打大腿,兴奋
开心地蹦着转圈,兴奋
激动地握拳挥舞,兴奋
快乐地晃着脑袋,兴奋
兴奋地拍打抱枕,兴奋
开心地小跳步前进,兴奋
激动地抓着围巾跳,兴奋
快乐地前后摆动手臂,兴奋
兴奋地拍打桌面,兴奋
开心地蹦跳着说话,兴奋
激动地抓着沙发跳,兴奋
快乐地左右摇摆,兴奋
兴奋地拍打自己的腿,兴奋
开心地小跑转圈,兴奋
激动地抓着帽子跳,兴奋
快乐地上下点头,兴奋
兴奋地拍打椅背,兴奋
开心地蹦跳着哼歌,兴奋
激动地抓着抱枕跳,兴奋
快乐地左右晃动手臂,兴奋
兴奋地拍打床铺,兴奋
开心地小跳着走路,兴奋
激动地抓着围巾转圈,兴奋
快乐地前后晃动身体,兴奋
兴奋地拍打柜子,兴奋
开心地蹦跳着拍手,兴奋
激动地抓着枕头跳,兴奋
快乐地左右扭动,兴奋
兴奋地拍打冰箱门,兴奋
开心地小跑着转圈,兴奋
激动地抓着毯子跳,兴奋
快乐地上下晃动手臂,兴奋
兴奋地拍打衣柜,兴奋
开心地蹦跳着唱歌,兴奋
激动地抓着玩偶跳,兴奋
快乐地左右摇摆身体,兴奋
兴奋地拍打房门,兴奋
开心地小跳着前进,兴奋
激动地抓着靠垫跳,兴奋
快乐地前后摆动脑袋,兴奋
兴奋地拍打车窗,兴奋
开心地蹦跳着说话,兴奋
激动地抓着书包跳,兴奋
快乐地左右晃着腿,兴奋
兴奋地拍打栏杆,兴奋
开心地小跑着欢呼,兴奋
激动地抓着水杯跳,兴奋
快乐地上下蹦跳,兴奋
兴奋地拍打树干,兴奋
开心地蹦跳着转圈,兴奋
激动地抓着零食跳,兴奋
快乐地左右摇晃椅子,兴奋
兴奋地拍打墙壁,兴奋
开心地小跳着哼歌,兴奋
激动地抓着手机跳,兴奋
快乐地前后晃动椅子,兴奋
兴奋地拍打方向盘,兴奋
开心地蹦跳着走路,兴奋
激动地抓着钥匙跳,兴奋
快乐地左右摇摆椅子,兴奋
困惑,疑惑
不解,疑惑
纳闷,疑惑
疑问,疑惑
迷茫,疑惑
忧虑,担心
不安,担心
焦虑,担心
发愁,担心
挂心,担心
无语,无奈
没辙,无奈
苦笑,无奈
认命,无奈
妥协,无奈
激动,兴奋
雀跃,兴奋
狂喜,兴奋
亢奋,兴奋
振奋,兴奋
慌乱,慌张
惊慌,慌张
忙乱,慌张
手忙脚乱,慌张
六神无主,慌张
不知所措,慌张
慌里慌张,慌张
慌手慌脚,慌张
心慌意乱,慌张
方寸大乱,慌张
乱了阵脚,慌张
魂不守舍,慌张
失魂落魄,慌张
仓皇失措,慌张
惊惶失措,慌张
狼狈不堪,慌张
措手不及,慌张
心急火燎,慌张
如坐针毡,慌张
热锅上的蚂蚁,慌张
紧绷,紧张
不安,紧张
焦虑,紧张
局促,紧张
拘谨,紧张
忐忑,紧张
手心冒汗,紧张
坐立不安,紧张
如芒在背,紧张
神经紧绷,紧张
提心吊胆,紧张
屏气凝神,紧张
大气不敢出,紧张
心跳加速,紧张
肌肉僵硬,紧张
额头冒汗,紧张
声音发颤,紧张
手指发抖,紧张
胃部紧缩,紧张
喉头发紧,紧张
